PARID,owner
0022G00077000000,city
0022G00078000000,city
0022H00194000000,city
0047E00243000000,city
0047E00244000000,city
0047J00172000000,city
0046C00097000000,city
0046C00105000000,city
0046C00106000000,city
0046C00107000000,city
0046C00111000000,city
0046C00113000000,city
0046C00130000000,city
0046C00131000000,city
0046C00132000000,city
0023G00260000000,city
0023G00265000000,city
0023G00266000000,city
0023G00271000000,city
0023G00273000000,city
0023G00275000000,city
0023G00277000000,city
0023G00278000000,city
0046P00276000000,city
0046C00181000000,city
0046C00215000000,city
0046E00208000000,city
0046E00222000000,city
0046E00223000000,city
0046F00292000000,city
0046F00293000000,city
0023B00223000000,city
0023B00224000000,city
0023B00226000000,city
0023D00079000000,city
0023D00084000000,city
0023D00085000000,city
0023D00094000000,city
0046R00242000000,city
0045M00069000000,city
0046F00315000000,city
0046G00282000000,city
0046G00283000000,city
0046G00284000000,city
0045M00411000000,city
0045M00412000000,city
0046G00304000000,city
0046G00311000000,city
0046J00219000000,city
0046J00220000000,city
0046J00221000000,city
0046K00130000000,city
0046S00087000000,city
0047J00048000000,city
0046B00244000000,city
0047R00133000000,city
0047R00134000000,city
0047R00135000000,city
0047R00136000000,city
0047R00137000000,city
0047R00138000000,city
0023D00291000000,city
0023D00292000000,city
0023D00294000000,city
0023D00310000000,city
0023D00359000000,city
0023D00374000000,city
0023D00378000000,city
0047J00195000000,city
0047J00199000000,city
0047J00200000000,city
0047J00202000000,city
0047J00209000000,city
0046E00147000000,city
0046F00226000000,city
0048J00317000000,city
0024C00309000000,city
0024C00320000000,city
0024C00325000000,city
0024C00326000000,city
0024C00327000100,city
0024C00328000000,city
0024F00004000000,city
0046G00243000000,city
0046K00051000000,city
0023D00275000000,city
0024F00005000000,city
0024F00009000000,city
0024F00011000000,city
0024F00052000000,city
0046K00056000000,city
0046L00146000000,city
0046L00150000000,city
0023D00279000000,city
0023D00281000000,city
0023D00282000000,city
0023D00284000000,city
0023D00285000000,city
0023D00286000000,city
0023D00287000000,city
0023D00289000000,city
0023D00290000000,city
0046L00151000000,city
0046L00152000000,city
0046L00153000000,city
0046L00155000000,city
0046L00159000000,city
0047S00264000000,city
0047S00265000000,city
0024B00348000000,city
0024B00500000000,city
0024B00501000000,city
0024B00502000000,city
0046S00020000000,city
0046S00027000000,city
0046S00035000000,city
0046S00045000000,city
0046S00046000000,city
0046S00076000000,city
0048E00097000000,city
0048E00104000000,city
0048E00106000000,city
0024C00306000000,city
0024E00340000000,city
0024E00344000000,city
0046G00216000000,city
0046G00217000000,city
0046G00218000000,city
0046G00223000000,city
0046G00230000000,city
0046G00231000000,city
0023D00267000000,city
0023D00269000000,city
0046M00232000000,city
0046S00015000000,city
0047E00177000000,city
0024B00341000000,city
0024C00256000000,city
0047R00139000000,city
0047R00141000000,city
0023D00382000000,city
0024C00263000000,city
0024E00230000000,city
0023D00384000000,city
0023D00395000000,city
0023H00063000000,city
0023H00126000000,city
0023H00128000000,city
0046P00225000000,city
0046P00226000000,city
0046P00238000000,city
0024E00231000000,city
0024E00324000000,city
0024E00327000000,city
0024E00330000000,city
0024F00372000000,city
0024C00012000000,city
0024C00013000000,city
0048J00325000000,city
0048J00326000000,city
0048K00310000000,city
0024C00334000000,city
0045M00033000000,city
0045M00036000000,city
0045M00039000000,city
0045M00041000000,city
0045M00042000000,city
0045M00044000000,city
0045M00045000000,city
0045M00046000000,city
0045M00346000000,city
0045M00352000000,city
0045M00353000000,city
0047P00057000000,city
0047R00113000000,city
0047R00130000000,city
0046P00215000000,city
0046P00217000000,city
0046P00218000000,city
0046J00311000000,city
0046K00300000000,city
0046K00320000000,city
0045L00001000000,city
0046J00105000000,city
0046J00109000000,city
0045D00035000000,city
0046K00326000000,city
0047A00171000000,city
0047A00181000000,city
0045L00009000000,city
0045L00010000000,city
0045M00253000000,city
0045M00255000000,city
0045M00257000000,city
0045M00262000000,city
0045M00264000000,city
0045M00267000000,city
0045M00268000000,city
0045M00273000000,city
0045M00274000000,city
0045M00275000000,city
0046A00080000000,city
0046J00362000000,city
0046L00037000000,city
0045L00052000000,city
0045M00013000000,city
0045M00019000000,city
0045M00020000000,city
0045M00024000000,city
0045M00025000000,city
0047F00155000000,city
0046A00084000000,city
0046A00085000000,city
0046A00086000000,city
0046A00087000000,city
0046A00088000000,city
0046A00089000000,city
0046A00091000000,city
0046A00092000000,city
0046B00129000000,city
0046B00132000000,city
0046B00133000000,city
0045M00341000000,city
0045M00343000000,city
0046A00128000000,city
0047J00070000000,city
0046B00134000000,city
0046B00135000000,city
0046B00137000000,city
0046E00045000000,city
0046E00047000000,city
0046E00049000000,city
0046J00003000000,city
0046J00017000000,city
0046J00019000000,city
0046R00057000000,city
0046S00318000000,city
0046S00319000000,city
0046S00321000000,city
0046E00050000000,city
0046F00122000000,city
0046G00158000000,city
0046S00330000000,city
0046S00333000000,city
0045H00221000000,city
0045H00241000000,city
0045H00244000000,city
0045H00245000000,city
0045H00246000000,city
0045H00248000000,city
0045H00249000000,city
0045H00250000000,city
0045H00251000000,city
0046G00162000000,city
0046G00166000000,city
0046G00170000000,city
0046G00172000000,city
0046G00175000000,city
0046J00085000000,city
0046J00091000000,city
0046J00092000000,city
0047A00110000000,city
0047A00115000000,city
0045M00235000000,city
0045M00237000000,city
0045M00239000000,city
0045M00242000000,city
0045M00244000000,city
0045M00245000000,city
0045M00247000000,city
0045M00249000000,city
0045M00250000000,city
0045M00251000000,city
0045M00252000000,city
0046J00099000000,city
0046J00336000000,city
0046J00339000000,city
0046J00341000000,city
0046L00009000000,city
0046L00011000000,city
0045L00038000000,city
0045L00039000000,city
0045L00041000000,city
0045L00044000000,city
0046B00111000000,city
0046B00113000000,city
0046B00115000000,city
0046L00013000000,city
0046L00014000000,city
0046L00016000000,city
0046L00026000000,city
0046L00027000000,city
0046L00029000000,city
0046L00031000000,city
0046L00032000000,city
0046L00033000000,city
0045L00045000000,city
0045L00050000000,city
0045L00051000000,city
0045M00303000000,city
0045M00305000000,city
0045M00309000000,city
0045M00311000000,city
0045M00313000000,city
0047H00166000000,city
0046R00026000000,city
0046R00028000000,city
0046E00001000000,city
0046E00002000000,city
0047E00077000000,city
0047E00087000000,city
0046A00106000A00,city
0046A00106000C00,city
0046S00293000000,city
0046S00299000000,city
0046S00300000000,city
0046S00309000000,city
0046S00310000000,city
0046S00311000000,city
0046S00313000000,city
0046S00314000000,city
0046S00316000000,city
0047J00146000000,city
0047J00150000000,city
0046B00191000000,city
0046B00194000000,city
0045H00214000000,city
0045H00216000000,city
0045H00217000000,city
0045H00218000000,city
0045H00219000000,city
0045H00219000100,city
0045M00225000000,city
0045M00226000000,city
0045M00226000A00,city
0045M00227000A00,city
0046J00065000000,city
0046R00109000000,city
0046S00371000000,city
0045M00229000000,city
0045M00230000000,city
0045M00232000000,city
0045M00233000000,city
0045M00233000A00,city
0045M00233000B00,city
0046A00058000000,city
0046A00059000000,city
0046J00316000000,city
0046K00329000000,city
0046S00372000000,city
0046S00375000000,city
0046S00376000000,city
0046S00382000000,city
0046S00387000000,city
0045L00012000000,city
0045L00016000000,city
0045L00018000000,city
0046G00206000000,city
0046B00105000000,city
0046B00106000000,city
0046B00107000000,city
0046B00108000000,city
0046D00057000000,city
0046D00058000000,city
0046L00001000000,city
0046L00006000000,city
0046L00007000000,city
0046L00008000000,city
0045L00019000000,city
0045L00022000000,city
0045L00023000000,city
0045L00024000000,city
0045L00034000000,city
0045L00037000000,city
0045M00281000000,city
0045M00293000000,city
0045M00294000000,city
0046J00129000000,city
0046J00132000000,city
0046J00134000000,city
0046J00135000000,city
0046D00120000000,city
0046D00154000001,city
0046D00180000000,city
0047E00063000000,city
0047E00076000000,city
0046A00097000000,city
0046A00098000000,city
0046A00102000000,city
0046A00104000000,city
0046A00105000A00,city
0047J00081000000,city
0047J00082000000,city
0047J00087000000,city
0047J00089000000,city
0047J00090000000,city
0047J00126000000,city
0047J00128000000,city
0046B00172000000,city
0046B00173000000,city
0046E00051000000,city
0046E00052000000,city
0046E00053000000,city
0046E00053000A00,city
0046E00053000B00,city
0046E00053000C00,city
0047A00296000000,city
0046J00021000000,city
0046J00024000000,city
0046J00025000000,city
0046J00026000000,city
0046J00031000000,city
0046J00032000000,city
0046J00033000000,city
0046J00034000000,city
0047J00135000000,city
0046R00059000000,city
0046S00348000000,city
0047E00150000000,city
0047E00152000000,city
0047E00154000000,city
0024L00280000000,city
0024C00181000000,city
0047N00299000000,city
0047N00301000000,city
0047N00302000000,city
0047N00305000000,city
0047N00323000000,city
0048F00138000000,city
0024D00152000000,city
0024F00296000000,city
0024F00298000000,city
0024F00306000000,city
0024B00310000000,city
0024B00316000000,city
0024C00240000000,city
0048E00274000000,city
0024A00218000000,city
0024A00219000000,city
0024A00242000000,city
0024A00254000000,city
0024A00261000000,city
0024B00241000000,city
0024B00250000000,city
0047N00287000000,city
0047R00014000000,city
0024L00057000000,city
0024C00171000000,city
0024C00174000000,city
0024C00175000000,city
0024C00176000000,city
0047S00184000000,city
0024F00289000000,city
0024F00291000000,city
0024F00292000000,city
0048B00320000000,city
0048E00262000000,city
0024B00295000000,city
0024B00302000000,city
0024B00303000000,city
0024B00304000000,city
0024B00305000000,city
0024B00306000000,city
0024G00119000000,city
0024A00203000000,city
0024A00205000000,city
0024A00207000000,city
0024A00208000000,city
0024A00209000000,city
0024A00211000000,city
0024P00055000000,city
0024P00068000000,city
0024F00346000000,city
0024A00214000000,city
0024A00216000000,city
0024A00217000000,city
0024B00226000000,city
0024B00231000000,city
0024B00235000000,city
0024B00237000000,city
0024C00158000000,city
0047P00361000000,city
0024B00279000000,city
0024C00189000000,city
0024F00275000000,city
0024F00277000000,city
0024F00278000100,city
0024F00279000000,city
0047R00071000000,city
0024G00112000000,city
0024M00100000900,city
0048F00390000000,city
0047K00177000000,city
0047K00188000000,city
0047K00193000000,city
0047K00195000000,city
0047N00192000000,city
0047N00194000000,city
0047N00196000000,city
0047N00198000000,city
0047N00200000000,city
0024A00265000000,city
0024A00266000000,city
0024A00267000000,city
0024A00269000000,city
0024A00271000000,city
0047N00288000000,city
0047N00293000000,city
0024L00069000000,city
0047P00323000000,city
0024G00080000000,city
0024G00098000000,city
0024G00319000000,city
0048F00083000000,city
0024L00004000000,city
0024L00009000000,city
0047K00100000000,city
0024A00045000000,city
0024A00047000000,city
0024A00054000000,city
0024A00056000000,city
0024A00067000000,city
0047N00122000000,city
0047P00203000000,city
0024N00250000000,city
0047N00167000000,city
0047P00205000000,city
0024A00144000000,city
0024A00146000000,city
0024A00152000000,city
0024D00004000000,city
0024D00036000000,city
0024F00182000000,city
0048A00286000000,city
0048B00005000000,city
0024C00116000000,city
0024C00136000000,city
0024C00138000000,city
0024G00008000000,city
0023H00131000000,city
0024G00065000000,city
0024G00066000000,city
0024G00067000000,city
0024G00068000000,city
0023H00134000000,city
0047N00026000000,city
0047N00089000000,city
0024A00128000000,city
0024A00129000000,city
0047P00201000000,city
0047P00263000000,city
0024C00348000000,city
0047R00237000000,city
0047R00244000000,city
0047R00280000000,city
0048A00267000000,city
0047P00271000000,city
0047S00041000000,city
0024G00270000000,city
0024G00057000000,city
0024G00058000000,city
0024G00059000000,city
0024G00060000000,city
0047J00251000000,city
0047K00001000000,city
0047K00006000000,city
0024A00081000000,city
0024A00092000000,city
0024H00010000000,city
0024A00108000000,city
0024A00109000000,city
0024A00111000000,city
0024A00123000000,city
0024A00125000000,city
0024A00126000000,city
0024A00192000000,city
0024A00199000001,city
0024A00201000000,city
0024A00202000000,city
0024B00212000000,city
0024B00218000000,city
0024B00219000000,city
0024C00140000000,city
0047S00001000000,city
0024C00142000000,city
0024C00147000000,city
0024C00150000000,city
0024F00211000000,city
0048E00216000000,city
0048E00218000000,city
0024F00273000000,city
0024F00274000000,city
0041E00316000000,city
0039E00090000000,city
0039J00244000000,city
0040F00116000000,city
0040F00118000000,city
0040F00121000000,city
0040F00122000000,city
0040F00124000000,city
0040B00166000000,city
0040B00167000000,city
0040B00174000000,city
0040B00175000000,city
0040B00176000000,city
0040B00177000000,city
0039E00026000000,city
0040C00013000000,city
0039J00188000000,city
0039J00204000000,city
0040B00142000000,city
0040B00143000000,city
0040B00144000000,city
0040B00145000000,city
0040B00146000000,city
0040B00152000000,city
0040B00155000000,city
0040B00159000000,city
0040B00161000000,city
0040B00163000000,city
0040F00115000000,city
0040C00250000000,city
0040B00206000000,city
0040B00215000000,city
0040B00216000000,city
0040B00217000000,city
0040B00222000000,city
0040B00224000000,city
0040B00225000000,city
0040S00177000000,city
0041R00235000000,city
0040G00223000000,city
0040S00178000000,city
0040S00179000000,city
0040S00180000000,city
0041E00317000000,city
0040S00093000000,city
0040S00096000000,city
0040S00098000000,city
0040R00147000000,city
0041K00125000000,city
0040B00197000000,city
0040B00198000000,city
0041R00068000000,city
0040B00203000000,city
0040B00204000000,city
0041E00252000000,city
0041E00260000000,city
0041E00263000000,city
0041E00264000000,city
0041E00267000000,city
0041R00155000000,city
0040G00205000000,city
0040H00040000000,city
0041H00066000000,city
0041H00068000000,city
0041H00070000000,city
0041H00157000000,city
0041H00161000000,city
0041H00164000000,city
0041H00165000000,city
0041H00168000000,city
0041H00169000000,city
0041H00172000000,city
0041H00173000000,city
0041H00176000000,city
0040L00161000000,city
0041H00177000000,city
0040M00247000000,city
0039C00029000000,city
0040H00118000000,city
0040H00159000000,city
0040H00163000000,city
0040L00236000000,city
0041H00032000000,city
0041H00033000000,city
0041H00034000000,city
0040B00099000000,city
0040B00102000000,city
0040B00103000000,city
0040B00105000000,city
0040S00035000000,city
0041H00140000000,city
0041H00152000000,city
0047R00108000000,city
0047S00249000000,city
0041B00280000000,city
0020P00113000000,city
0020P00127000000,city
0040H00097000000,city
0040L00212000000,city
0041B00284000000,city
0041B00292000000,city
0041B00297000000,city
0041B00300000000,city
0041H00028000000,city
0040B00087000000,city
0040B00091000000,city
0040B00093000000,city
0040B00096000000,city
0040B00098000000,city
0040C00162000000,city
0039E00020000000,city
0039J00142000000,city
0041H00029000000,city
0041H00031000000,city
0041M00352000000,city
0039J00149000000,city
0039J00151000000,city
0039J00152000000,city
0039J00156000000,city
0039J00159000000,city
0039J00162000000,city
0039J00168000000,city
0040B00131000000,city
0040B00134000000,city
0040B00135000000,city
0040B00136000000,city
0040B00137000000,city
0020N00184000000,city
0020N00186000000,city
0041H00073000000,city
0041H00104000000,city
0041H00112000000,city
0041H00117000000,city
0040B00138000000,city
0040B00139000000,city
0040B00140000000,city
0040B00141000000,city
0039D00324000000,city
0040L00193000000,city
0040L00194000000,city
0020J00115000000,city
0020J00119000000,city
0040F00018000000,city
0040B00048000000,city
0040B00050000000,city
0040B00052000000,city
0040B00054000000,city
0040M00285000000,city
0040H00184000000,city
0040H00185000000,city
0039J00118000000,city
0040C00160000000,city
0040C00161000000,city
0041H00044000000,city
0040S00058000000,city
0040S00059000000,city
0040S00068000000,city
0040S00075000000,city
0076F00229000000,city
0076F00230000000,city
0076F00234000000,city
0075G00294000000,city
0075J00075000000,city
0076F00236000000,city
0076F00238000000,city
0076F00240000000,city
0076F00250000000,city
0076J00319000000,city
0075F00124000000,city
0075H00030000000,city
0041G00300000000,city
0041G00316000000,city
0041G00327000000,city
0041L00028000000,city
0075S00147000000,city
0075M00029000000,city
0075M00032000000,city
0075M00035000000,city
0075M00050000000,city
0075M00051000000,city
0075M00054000000,city
0076K00258000000,city
0076N00060000000,city
0041L00135000000,city
0075S00172000000,city
0075B00167000100,city
0075B00168000000,city
0075B00169000000,city
0076N00082000000,city
0040M00155000000,city
0040M00161000000,city
0040M00165000000,city
0020N00172000000,city
0020N00178000000,city
0020N00179000000,city
0020N00183000000,city
0076D00001000001,city
0075B00171000000,city
0075B00181000000,city
0075B00183000000,city
0075B00188000000,city
0076A00184000000,city
0045N00310000000,city
0045N00313000000,city
0076F00124000000,city
0076K00186000000,city
0076K00200000000,city
0076F00207000000,city
0076F00208000000,city
0041G00286000000,city
0041G00297000000,city
0076J00312000000,city
0075H00012000000,city
0039H00006000000,city
0045N00197000100,city
0075M00330000000,city
0075M00332000000,city
0075M00335000000,city
0075M00340000000,city
0075M00341000000,city
0075B00131000000,city
0075B00147000000,city
0075B00155000000,city
0075B00162000000,city
0075B00166000000,city
0075B00167000000,city
0045N00253000000,city
0045N00302000000,city
0075S00250000000,city
0075S00253000000,city
0039J00002000000,city
0076F00082000000,city
0040D00044000000,city
0039N00010000000,city
0039N00012000000,city
0039N00013000000,city
0039N00017000000,city
0039N00021000000,city
0039N00030000000,city
0039N00034000000,city
0039N00035000000,city
0039N00036000000,city
0039N00037000000,city
0076F00115000000,city
0075H00302000000,city
0075M00009000000,city
0075M00011000100,city
0076N00030000000,city
0076J00342000A00,city
0076J00344000000,city
0040G00040000000,city
0040G00041000000,city
0045N00169000000,city
0075S00174000000,city
0075M00058000000,city
0075M00059000000,city
0075M00061000000,city
0075M00061000B00,city
0075M00062000000,city
0075M00064000000,city
0076K00268000000,city
0076K00295000000,city
0076K00300000000,city
0040M00119000000,city
0040M00122000000,city
0039C00321000000,city
0075C00165000000,city
0075B00190000000,city
0075S00227000000,city
0045N00006000000,city
0040L00158000000,city
0040M00207000000,city
0045N00338000000,city
0039N00001000000,city
0039N00002000000,city
0039N00008000000,city
0039N00009000000,city
0045E00147000000,city
0045E00181000000,city
0162P00125000000,city
0162P00132000000,city
0162P00172000000,city
0162P00175000000,city
0162P00177000000,city
0044H00118000000,city
0044H00171000000,city
0044H00181000000,city
0184P00023000000,city
0134E00111000000,city
0134E00121000000,city
0134M00100000000,city
0162P00246000000,city
0162P00248000000,city
0162P00251000000,city
0162P00254000000,city
0162P00300000000,city
0162R00049000000,city
0162R00051000000,city
0162R00052000000,city
0044H00252000000,city
0090R00167000000,city
0090S00033000000,city
0090S00034000000,city
0090S00042000000,city
0115A00071000000,city
0116K00203000000,city
0116K00205000000,city
0044D00341000000,city
0116K00329000000,city
0045F00246000000,city
0045E00321000000,city
0090R00186000000,city
0091C00032000000,city
0091C00033000000,city
0162H00053000000,city
0162P00002000000,city
0162P00004000000,city
0162P00005000000,city
0044M00009000A00,city
0044M00014000000,city
0044M00017000000,city
0045J00289000000,city
0116P00206000000,city
0163N00254000000,city
0163G00023000000,city
0091F00184000000,city
0091F00186000000,city
0091F00188000000,city
0091F00199000000,city
0091F00202000000,city
0091F00205000000,city
0162P00006000000,city
0162P00009000000,city
0162P00015000000,city
0162P00018000000,city
0162P00019000000,city
0162P00020000000,city
0162P00025000000,city
0162R00139000000,city
0162R00141000000,city
0162R00142000000,city
0162R00143000000,city
0045A00182000A00,city
0162K00039000000,city
0162P00077000000,city
0162P00084000000,city
0162P00085000000,city
0162P00089000000,city
0162P00097000000,city
0044H00049000000,city
0044M00074000000,city
0116P00211000000,city
0116P00219000000,city
0116P00221000000,city
0162K00200000000,city
0044D00176000000,city
0116R00212000000,city
0163G00200000000,city
0044C00264000000,city
0044C00290000001,city
0116J00391000000,city
0116K00003000000,city
0116K00005000000,city
0134E00010000000,city
0134E00029000000,city
0134L00262000000,city
0134L00288000000,city
0091G00104000000,city
0091G00107000000,city
0091G00111000000,city
0091G00113000000,city
0091G00114000000,city
0018F00070000000,city
0019J00071000000,city
0019J00072000000,city
0019J00073000000,city
0019J00075000000,city
0019J00080000000,city
0019J00081000000,city
0162R00144000000,city
0162R00145000000,city
0162R00148000000,city
0044M00075000000,city
0162P00155000000,city
0162P00161000000,city
0162P00165000000,city
0162P00166000000,city
0162P00170000000,city
0162L00026000000,city
0116S00012000000,city
0116K00007000000,city
0092S00112000000,city
0092S00116000000,city
0092S00119000000,city
0092S00200000000,city
0092S00205000000,city
0092S00210000000,city
0092S00216000000,city
0092S00217000000,city
0131J00040000000,city
0131J00070000000,city
0135L00120000000,city
0090R00237000000,city
0090R00242000000,city
0090R00246000000,city
0090R00252000000,city
0090R00255000000,city
0090R00257000000,city
0090R00259000000,city
0019J00082000000,city
0019J00083000000,city
0162P00171000000,city
0163B00008000000,city
0045A00273000000,city
0045A00275000000,city
0045A00277000000,city
0045A00280000000,city
0162P00219000000,city
0162P00225000000,city
0162P00241000000,city
0162P00243000000,city
0044H00238000000,city
0090R00263000000,city
0090R00273000000,city
0090R00274000000,city
0044D00045000000,city
0044D00048000000,city
0044D00049000000,city
0045K00115000000,city
0116K00264000000,city
0044D00099000000,city
0045E00051000000,city
0045A00097000000,city
0045B00011000000,city
0162R00081000000,city
0162R00113000000,city
0162R00115000000,city
0162R00117000000,city
0091G00066000000,city
0091G00067000000,city
0091G00076000000,city
0091G00086000000,city
0091G00091000000,city
0044D00323000000,city
0044D00331000000,city
0044D00334000000,city
0044D00337000000,city
0044D00340000000,city
0044D00115000000,city
0116L00090000000,city
0116L00092000000,city
0116L00107000000,city
0116L00109000000,city
0162R00118000000,city
0162R00119000000,city
0162R00121000000,city
0134L00150000000,city
0134L00157000000,city
0134L00161000000,city
0134L00163000000,city
0134L00256000000,city
0162H00197000000,city
0162K00012000000,city
0162P00052000000,city
0162P00054000000,city
0162P00057000000,city
0162P00058000000,city
0162P00060000000,city
0162P00061000000,city
0162P00062000000,city
0162P00065000000,city
0044M00026000000,city
0045J00079000001,city
0045J00079000002,city
0044C00233000A00,city
0045J00155000000,city
0163E00201000000,city
0090R00218000000,city
0090R00221000000,city
0090R00222000000,city
0090R00223000000,city
0090R00224000000,city
0090R00228000000,city
0019J00056000000,city
0019J00058000000,city
0019J00060000000,city
0019J00061000000,city
0019J00063000000,city
0019J00064000000,city
0019J00065000000,city
0019J00067000000,city
0162P00073000000,city
0162P00074000000,city
0162P00134000000,city
0162P00135000000,city
0162P00136000000,city
0162P00141000000,city
0162P00142000000,city
0162P00143000000,city
0044S00019000000,city
0044S00230000000,city
0116R00121000000,city
0116R00122000001,city
0116R00316000000,city
0116R00324000000,city
0044C00248000001,city
0044D00245000000,city
0044D00258000000,city
0019J00069000000,city
0019J00070000000,city
0076N00296000000,city
0114N00254000000,city
0045E00197000000,city
0045B00118000000,city
0162R00252000000,city
0045A00257000000,city
0162P00200000000,city
0162P00206000000,city
0045A00041000000,city
0184P00027000000,city
0184P00029000000,city
0184P00030000000,city
0184P00032000000,city
0184P00035000000,city
0134E00306000000,city
0134E00330000000,city
0134E00348000000,city
0134E00350000000,city
0134N00200000000,city
0116K00223000000,city
0044D00070000000,city
0162P00212000000,city
0162P00213000000,city
0162S00025000001,city
0162M00135000000,city
0162M00152000000,city
0162M00244000000,city
0162M00278000000,city
0162R00070000000,city
0044H00264000000,city
0044H00265000000,city
0090R00188000000,city
0114J00214000000,city
0114J00218000000,city
0114J00227000000,city
0044D00081000000,city
0044D00091000000,city
0116L00003000000,city
0116L00062000000,city
0045F00262000000,city
0045J00290000000,city
0045F00031000000,city
0162R00074000000,city
0162R00075000000,city
0162R00078000000,city
0162R00079000000,city
0184J00034000000,city
0091C00083000000,city
0091C00086000000,city
0184E00080000000,city
0114J00231000000,city
0114J00235000000,city
0162H00097000000,city
0044M00018000000,city
0044M00018000A00,city
0044M00018000C00,city
0044M00020000A00,city
0044D00151000000,city
0044H00056000000,city
0163P00180000000,city
0163J00140000000,city
0091C00087000000,city
0134E00060000000,city
0162P00043000000,city
0045A00192000000,city
0045B00089000000,city
0045B00089000A00,city
0162K00070000000,city
0162P00108000000,city
0162P00113000000,city
0162P00122000000,city
0116P00230000000,city
0116R00078000000,city
0116R00111000000,city
0116R00115000000,city
0044H00111000000,city
0116L00272000000,city
0116L00273000000,city
0044D00235000000,city
0116J00319000000,city
0091C00329000000,city
0091C00330000000,city
0091C00331000000,city
0091C00332000000,city
0091C00334000000,city
0091D00027000000,city
0134A00148000000,city
0184F00220000000,city
0091F00152000000,city
0091F00153000000,city
0091F00157000000,city
0091F00163000000,city
0091F00167000000,city
0094E00306000000,city
0135D00090000000,city
0135D00092000000,city
0135D00095000000,city
0135D00097000000,city
0135D00099000000,city
0135D00101000000,city
0135D00160000000,city
0135D00161000000,city
0135D00165000000,city
0135D00171000000,city
0135D00181000000,city
0134B00198000000,city
0092S00080000000,city
0092S00083000000,city
0095D00229000000,city
0134A00021000000,city
0184N00026000000,city
0091J00343000000,city
0091J00348000000,city
0091J00356000000,city
0134B00316000000,city
0090R00126000000,city
0092S00084000000,city
0092S00085000000,city
0092S00087000000,city
0092S00090000000,city
0092S00099000000,city
0092S00102000000,city
0092S00107000000,city
0092S00109000000,city
0095D00250000000,city
0060M00394000000,city
0091J00359000000,city
0090R00128000000,city
0090R00129000000,city
0090R00132000000,city
0090R00139000000,city
0091B00019000000,city
0091B00020000000,city
0091B00022000000,city
0091B00024000000,city
0091B00033000000,city
0094A00234000000,city
0094N00174000000,city
0091N00230000000,city
0092H00125000000,city
0092H00155000000,city
0092H00182000000,city
0091B00056000000,city
0091F00073000000,city
0091F00080000000,city
0091F00082000000,city
0091F00086000000,city
0091F00087000000,city
0091F00092000000,city
0060J00368000000,city
0060K00115000000,city
0060K00120000000,city
0095F00233000000,city
0095F00234000000,city
0095F00245000000,city
0095F00246000000,city
0060P00010000000,city
0060P00042000000,city
0060P00045000000,city
0060P00053000000,city
0060J00178000000,city
0091C00319000000,city
0091C00322000000,city
0091C00327000000,city
0091C00328000000,city
0091G00186000000,city
0091G00187000000,city
0091G00190000000,city
0091G00191000000,city
0091G00195000000,city
0091G00196000000,city
0091F00106000000,city
0091F00122000000,city
0094E00261000000,city
0184N00010000000,city
0091G00198000000,city
0135D00056000000,city
0135D00061000000,city
0135D00071000000,city
0135D00076000000,city
0135D00080000000,city
0135D00085000000,city
0090S00233000000,city
0134B00005000000,city
0134B00183000000,city
0134B00187000000,city
0060H00287000000,city
0094B00114000000,city
0060M00125000000,city
0091J00230000000,city
0091J00235000000,city
0091J00238000000,city
0091J00243000000,city
0090M00257000000,city
0090M00259000000,city
0090M00268000000,city
0090M00295000000,city
0090R00120000000,city
0090R00121000000,city
0092S00058000000,city
0060E00203000000,city
0095H00098000000,city
0095L00123000000,city
0184J00377000000,city
0091N00144000000,city
0135H00084000000,city
0090R00123000000,city
0090R00125000000,city
0091B00004000000,city
0091B00005000000,city
0091B00006000000,city
0091B00017000000,city
0091B00018000000,city
0091F00020000000,city
0091F00024000000,city
0060S00207000000,city
0095C00140000000,city
0060J00148000000,city
0135R00100000000,city
0090S00107000000,city
0091C00272000000,city
0134A00069000000,city
0134A00110000000,city
0092H00022000000,city
0092H00023000000,city
0092H00025000000,city
0092H00068000000,city
0091F00027000000,city
0091F00032000000,city
0091F00046000000,city
0091F00050000000,city
0091F00061000000,city
0091F00072000000,city
0060L00212000000,city
0094E00242000000,city
0060L00086000000,city
0091G00162000000,city
0091G00171000000,city
0091G00172000000,city
0091G00173000000,city
0091G00176000000,city
0091G00177000000,city
0091G00178000000,city
0091G00181000000,city
0091G00182000000,city
0091G00185000000,city
0135D00020000000,city
0184N00234000000,city
0135H00180000000,city
0135H00186000000,city
0091D00046000000,city
0091D00077000000,city
0134A00210000000,city
0134A00219000000,city
0134A00222000000,city
0092M00205000000,city
0092M00207000000,city
0092M00209000000,city
0092M00210000000,city
0092M00211000000,city
0092M00267000000,city
0092M00277000000,city
0092M00282000000,city
0184G00250000000,city
0060P00302000000,city
0095D00186000000,city
0060H00272000000,city
0090S00298000000,city
0090S00299000000,city
0094P00171000000,city
0185D00050000000,city
0090S00049000000,city
0090S00053000000,city
0090S00054000000,city
0091N00056000000,city
0092D00070000000,city
0092D00081000000,city
0091E00184000000,city
0091F00014000000,city
0094A00270000000,city
0060N00228000000,city
0090S00074000000,city
0091G00125000000,city
0091G00126000000,city
0091G00130000000,city
0091K00009000000,city
0091K00010000000,city
0091K00013000000,city
0091K00016000000,city
0091N00241000000,city
0090R00166000000,city
0094E00230000000,city
0060N00235000000,city
0095B00060000000,city
0095F00247000000,city
